TICKER,,ESTILO,STRIKE,A/I/O,ÚLTIMO,VARIAÇÃO,DATA,NEGÓCIOS,VOL.FINANCEIRO,VOLATILIDADE,DELTA,GAMMA,THETA($),THETA(%),VEGA
W384,0,E,38.5,O,0.07,-0.125,20/10/2022,4,272.0,,,,,,
W389,0,E,39.0,O,0.47,,29/09/2022,1,4700.0,,,,,,
W394,0,E,39.5,O,0.5,,28/09/2022,1,1000.0,0.36898,-0.1107,0.0273,-0.0126,-0.0252,3.5386
W399,0,E,40.0,O,0.08,-0.2,13/10/2022,2,23.0,,,,,,
W404,0,E,40.5,O,0.1,-0.6296,26/10/2022,1,300.0,,,,,,
W409,0,E,41.0,O,0.1,-0.6154,18/10/2022,1,10.0,0.40047,-0.0434,0.0162,-0.0112,-0.1121,1.3035
W414,0,E,41.5,O,0.39,,04/10/2022,8,1316.0,,,,,,
W419,0,E,42.0,O,0.7,-0.125,21/09/2022,2,135.0,0.3777,-0.2674,0.0541,-0.0232,-0.0331,5.2971
W424,0,E,42.5,O,0.18,-0.3571,18/10/2022,2,36.0,0.38977,-0.0753,0.0257,-0.0165,-0.0919,2.0116
W429,0,E,43.0,O,0.58,-0.6,14/10/2022,5,1160.0,0.37527,-0.2943,0.0564,-0.024,-0.0414,5.6165
W434,0,E,43.5,O,0.28,-0.825,18/10/2022,1,140.0,0.40273,-0.1004,0.0314,-0.0218,-0.0779,2.4509
W439,0,E,44.0,O,0.43,0.72,26/10/2022,3,4672.0,0.4207,-0.0646,0.0218,-0.0183,-0.0426,1.7313
W444,0,E,44.5,O,0.3,0.0714,24/10/2022,9,3000.0,0.41117,-0.0989,0.0305,-0.0233,-0.0776,2.4192
W449,0,E,45.0,O,0.49,-0.4615,26/10/2022,2,11411.0,0.32559,-0.2423,0.0606,-0.0221,-0.045,4.9505
W454,0,E,45.5,O,0.35,-0.125,24/10/2022,9,3500.0,0.40535,-0.1396,0.0395,-0.0288,-0.0822,3.0797
W459,0,E,46.0,O,0.49,-0.1404,24/10/2022,3,1372.0,0.41008,-0.1318,0.0381,-0.0294,-0.06,2.9209
W461,0,E,46.25,O,0.4,-0.5402,24/10/2022,1,1800.0,0.41164,-0.1407,0.0396,-0.0308,-0.077,3.0584
W464,0,E,46.5,O,0.78,0.3,26/10/2022,3,968.0,0.3784,-0.2265,0.0556,-0.0323,-0.0414,4.3107
W466,0,E,46.75,O,0.7,-0.3137,21/10/2022,1,700.0,0.38102,-0.2338,0.056,-0.0332,-0.0474,4.4015
W469,0,E,47.0,O,1.11,0.7077,26/10/2022,23,9218.0,0.36426,-0.3108,0.0674,-0.0332,-0.0299,5.0811
W471,0,E,47.25,O,1.22,1.44,26/10/2022,33,27300.0,0.43012,-0.301,0.0674,-0.0513,-0.0421,4.1821
W474,0,E,47.5,O,1.0,0.2658,26/10/2022,11,3608.0,0.4309,-0.3026,0.0671,-0.0518,-0.0518,4.2127
W476,0,E,47.75,O,1.17,0.4268,26/10/2022,3,1287.0,0.42617,-0.3282,0.0704,-0.0523,-0.0447,4.3497
W479,1,E,48.0,A,1.55,0.5049,26/10/2022,5,19449.0,0.42504,-0.3467,0.0722,-0.0529,-0.0341,4.4422
W481,0,E,48.25,A,1.0,0.0526,25/10/2022,2,704.0,0.44801,-0.4063,0.0727,-0.0573,-0.0573,4.6202
W484,1,E,48.5,A,0.75,-0.25,21/10/2022,3,2350.0,0.44938,-0.4249,0.0732,-0.0576,-0.0768,4.6672
W486,0,E,48.75,A,1.63,0.4818,26/10/2022,2,812.0,0.44355,-0.4446,0.0748,-0.0567,-0.0348,4.704
W489,1,E,49.0,A,1.95,1.1429,26/10/2022,1,780.0,0.44391,-0.4634,0.0752,-0.0566,-0.029,4.7298
W491,0,E,49.25,A,1.84,-0.4286,18/10/2022,2,366.0,0.44437,-0.482,0.0753,-0.0563,-0.0306,4.745
W494,1,E,49.5,A,2.22,0.6087,26/10/2022,8,5203.0,0.44699,-0.4997,0.0749,-0.0562,-0.0253,4.7508
W496,0,E,49.75,A,2.34,1.0348,26/10/2022,2,1860.0,0.44336,-0.5193,0.0755,-0.055,-0.0235,4.7442
W499,0,E,50.0,I,2.55,0.5179,26/10/2022,16,35496.0,0.44512,-0.5375,0.0749,-0.0545,-0.0214,4.7288
W504,0,E,50.5,I,2.83,0.4293,26/10/2022,16,17618.0,0.4448,-0.5737,0.074,-0.0524,-0.0185,4.6685
W509,0,E,51.0,I,3.13,0.4292,26/10/2022,65,402833.0,0.44832,-0.6078,0.072,-0.0505,-0.0161,4.5753
W514,0,E,51.5,I,2.43,0.021,25/10/2022,28,27460.0,0.4073,-0.5333,0.0769,-0.0482,-0.0198,5.0437
W519,0,E,52.0,I,3.44,0.3543,26/10/2022,2,2648.0,0.38809,-0.5324,0.0776,-0.0438,-0.0127,5.2505
W529,0,E,53.0,I,,,,,,,,,,,
W539,0,E,54.0,I,,,,,,,,,,,
W549,0,E,55.0,I,,,,,,,,,,,
W559,0,E,56.0,I,,,,,,,,,,,
W569,0,E,57.0,I,,,,,,,,,,,
W579,0,E,58.0,I,,,,,,,,,,,
W589,0,E,59.0,I,,,,,,,,,,,
W599,0,E,60.0,I,,,,,,,,,,,
W609,0,E,61.0,I,,,,,,,,,,,
W619,0,E,62.0,I,,,,,,,,,,,
W629,0,E,63.0,I,,,,,,,,,,,
W639,0,E,64.0,I,,,,,,,,,,,
W649,0,E,65.0,I,,,,,,,,,,,
W659,0,E,66.0,I,,,,,,,,,,,
