TICKER,,ESTILO,STRIKE,A/I/O,ÚLTIMO,VARIAÇÃO,DATA,NEGÓCIOS,VOL.FINANCEIRO,VOLATILIDADE,DELTA,GAMMA,THETA($),THETA(%),VEGA
K750,0,E,7.5,I,,,,,,,,,,,
K850,0,E,8.5,I,,,,,,,,,,,
K950,0,E,9.5,I,,,,,,,,,,,
K105,0,A,10.5,I,2.9,,29/09/2022,1,14210.0,,,,,,
K110,0,A,11.0,I,,,,,,,,,,,
K115,1,A,11.5,I,1.09,,26/10/2022,23,62312.0,0.658,0.6502,0.1924,-0.0274,-0.0252,1.0824
K120,1,A,12.0,A,0.79,-0.218,26/10/2022,60,65625.0,0.66,0.5461,0.2057,-0.0286,-0.0362,1.1573
K125,1,A,12.5,O,0.6,-0.302,26/10/2022,41,17970.0,0.667,0.4444,0.203,-0.0282,-0.047,1.1528
K130,1,A,13.0,O,0.42,-0.3,26/10/2022,121,318167.0,0.665,0.3531,0.1912,-0.0261,-0.0623,1.0852
K135,1,A,13.5,O,0.3,-0.25,26/10/2022,45,59232.0,0.67,0.2714,0.1694,-0.0232,-0.0774,0.9673
K140,0,A,14.0,O,0.21,-0.25,26/10/2022,49,27622.0,0.675,0.2084,0.1454,-0.0201,-0.0958,0.8389
K145,0,A,14.5,O,0.16,-0.238,26/10/2022,34,15160.0,0.696,0.1608,0.12,-0.0175,-0.1095,0.7136
K150,0,A,15.0,O,0.12,-0.143,26/10/2022,60,17579.0,0.705,0.1214,0.0978,-0.0146,-0.1217,0.59
K155,0,A,15.5,O,0.09,-0.182,26/10/2022,9,1485.0,0.73,0.0963,0.0799,-0.0127,-0.1416,0.5
K160,0,A,16.0,O,0.06,-0.25,26/10/2022,14,2705.0,0.731,0.0683,0.0617,-0.0098,-0.1633,0.3853
K165,0,A,16.5,O,0.05,0.0,26/10/2022,6,650.0,0.748,0.0524,0.049,-0.0081,-0.1622,0.3125
K170,0,A,17.0,O,0.05,0.0,26/10/2022,1,5.0,0.761,0.0413,0.0397,-0.0068,-0.1365,0.2593
K175,0,A,17.5,O,0.04,0.333,26/10/2022,4,76.0,0.791,0.0351,0.0334,-0.0062,-0.1548,0.2267
K180,0,A,18.0,O,0.02,-0.333,26/10/2022,6,502.0,0.774,0.0246,0.0253,-0.0045,-0.2274,0.1704
K185,0,A,18.5,O,0.02,0.0,26/10/2022,5,320.0,0.782,0.0239,0.0239,-0.0046,-0.229,0.1698
K190,0,A,19.0,O,0.01,0.0,26/10/2022,3,30.0,0.839,0.0228,0.0216,-0.0047,-0.467,0.162
K192,0,E,19.25,O,0.02,0.0,26/10/2022,3,22.0,0.795,0.0228,0.0215,-0.0044,-0.2191,0.1706
K195,0,A,19.5,O,0.02,-0.5,24/10/2022,7,1120.0,0.759,0.023,0.022,-0.0044,-0.2184,0.1779
K197,0,E,19.75,O,0.01,-0.667,25/10/2022,4,31.0,0.811,0.0221,0.0203,-0.0044,-0.4428,0.169
K200,0,A,20.0,O,0.01,-0.667,25/10/2022,5,516.0,0.834,0.0218,0.0195,-0.0045,-0.4471,0.1662
K202,0,E,20.25,O,0.02,0.0,18/10/2022,5,1640.0,0.546,0.0316,0.0273,-0.0033,-0.165,0.3382
K205,0,A,20.5,O,0.03,0.5,20/10/2022,2,216.0,0.528,0.03,0.0302,-0.0041,-0.1358,0.2908
K207,0,E,20.75,O,0.03,,04/10/2022,5,645.0,,,,,,
K210,0,A,21.0,O,0.04,,23/09/2022,8,1376.0,0.574,0.0364,0.0268,-0.0035,-0.0875,0.4137
K212,0,E,21.25,O,,,,,,,,,,,
K215,0,A,21.5,O,0.05,-0.167,22/09/2022,1,1365.0,0.561,0.0429,0.0296,-0.004,-0.08,0.5015
K217,0,E,21.75,O,0.09,-0.667,19/09/2022,1,270.0,0.563,0.0423,0.0287,-0.0039,-0.0433,0.5034
K220,0,A,22.0,O,0.04,-0.2,22/09/2022,2,368.0,0.576,0.0384,0.0263,-0.0037,-0.0925,0.4578
K225,0,A,22.5,O,0.12,-0.294,15/09/2022,3,44.0,0.566,0.0343,0.0239,-0.0034,-0.0283,0.4287
K230,0,A,23.0,O,,,,,,,,,,,
K235,0,A,23.5,O,,,,,,,,,,,
K240,0,A,24.0,O,,,,,,,,,,,
K250,0,A,25.0,O,,,,,,,,,,,
K260,0,A,26.0,O,,,,,,,,,,,
K265,0,A,26.5,O,0.14,,05/09/2022,2,145.0,,,,,,
