TICKER,,ESTILO,STRIKE,A/I/O,ÚLTIMO,VARIAÇÃO,DATA,NEGÓCIOS,VOL.FINANCEIRO,VOLATILIDADE,DELTA,GAMMA,THETA($),THETA(%),VEGA
O125,0,E,12.5,I,5.6,-0.0604,17/02/2023,16,1318068.0,,,,,,
O130,0,E,13.0,I,6.29,0.0345,16/02/2023,1,3145.0,,,,,,
O135,0,E,13.5,I,6.97,0.0295,22/02/2023,2,62780.0,,,,,,
O140,0,E,14.0,I,,,,,,,,,,,
O145,0,E,14.5,I,7.5,-0.0234,15/02/2023,9,128545.0,,,,,,
O147,0,E,14.75,I,7.66,-0.0279,14/02/2023,1,6128.0,,,,,,
O149,0,E,15.0,I,8.25,0.0287,14/02/2023,4,36910.0,,,,,,
O152,0,E,15.25,I,8.07,,09/02/2023,1,25017.0,,,,,,
O155,0,E,15.5,I,8.68,0.3092,13/02/2023,10,156390.0,,,,,,
O160,0,E,16.0,I,9.1,-0.0267,16/02/2023,1,3640.0,,,,,,
O162,0,E,16.25,I,8.84,,06/02/2023,1,16796.0,,,,,,
O165,0,E,16.5,I,9.82,0.0272,15/02/2023,2,201295.0,,,,,,
O167,0,E,16.75,I,,,,,,,,,,,
O170,0,E,17.0,I,8.06,-0.0994,02/02/2023,1,2418.0,,,,,,
O175,0,E,17.5,I,10.58,-0.0338,16/02/2023,2,74000.0,,,,,,
O142,0,E,18.5,I,11.5,0.036,17/02/2023,2,489960.0,,,,,,
O355,0,E,19.0,I,12.18,-0.0177,16/02/2023,1,20706.0,,,,,,
O150,0,E,19.5,I,12.42,-0.0088,17/02/2023,29,360580.0,,,,,,
O200,0,E,20.0,I,,,,,,,,,,,
O205,0,E,20.5,I,,,,,,,,,,,
O210,0,E,21.0,I,,,,,,,,,,,
O215,0,E,21.5,I,,,,,,,,,,,
O220,0,E,22.0,I,,,,,,,,,,,
O225,0,E,22.5,I,14.45,0.027,03/02/2023,3,24552.0,,,,,,
O230,0,E,23.0,I,,,,,,,,,,,
O235,0,E,23.5,I,,,,,,,,,,,
O240,0,E,24.0,I,15.45,-0.0222,01/02/2023,1,10815.0,,,,,,
O245,0,E,24.5,I,,,,,,,,,,,
O250,0,E,25.0,I,,,,,,,,,,,
O255,0,E,25.5,I,,,,,,,,,,,
O260,0,E,26.0,I,,,,,,,,,,,
O265,0,E,26.5,I,19.84,0.0232,22/02/2023,5,527744.0,,,,,,
O650,0,E,27.0,I,,,,,,,,,,,
O660,0,E,28.0,I,,,,,,,,,,,
O670,0,E,29.0,I,,,,,,,,,,,
O680,0,E,30.0,I,,,,,,,,,,,
O690,0,E,31.0,I,,,,,,,,,,,
O700,0,E,32.0,I,,,,,,,,,,,
O710,0,E,33.0,I,,,,,,,,,,,
O720,0,E,34.0,I,26.0,0.0196,06/02/2023,1,18200.0,,,,,,
O730,0,E,35.0,I,,,,,,,,,,,
O480,0,E,48.0,I,26.01,,17/03/2022,1,2496960.0,,,,,,
