TICKER,,ESTILO,STRIKE,A/I/O,ÚLTIMO,VARIAÇÃO,DATA,NEGÓCIOS,VOL.FINANCEIRO,VOLATILIDADE,DELTA,GAMMA,THETA($),THETA(%),VEGA
O400,0,E,4.0,O,0.01,0.0,16/02/2023,2,39.0,1.0,-0.0203,0.0267,-0.0023,-0.2286,0.09
O440,0,E,4.4,O,0.03,0.5,22/02/2023,2,219.0,0.93375,-0.043,0.0586,-0.004,-0.1338,0.1522
O48,0,E,4.8,O,0.05,0.25,22/02/2023,5,727.0,0.91375,-0.0784,0.0954,-0.0063,-0.1261,0.2461
O495,0,E,4.95,O,0.08,1.0,22/02/2023,2,8799.0,0.87375,-0.0992,0.1201,-0.0071,-0.0883,0.2899
O510,0,E,5.1,O,0.08,0.3333,22/02/2023,2,230.0,0.8625,-0.1216,0.1408,-0.008,-0.1005,0.3357
O530,0,E,5.3,O,0.13,0.625,22/02/2023,21,8399.0,0.8525,-0.1576,0.17,-0.0094,-0.0725,0.4005
O550,0,E,5.5,O,0.17,0.7,22/02/2023,21,8996.0,0.83531,-0.1977,0.2002,-0.0106,-0.0622,0.4622
O570,0,E,5.7,O,0.22,0.8333,22/02/2023,19,6176.0,0.82063,-0.244,0.2299,-0.0116,-0.0528,0.5214
O590,0,E,5.9,O,0.28,0.6471,22/02/2023,31,126607.0,0.80594,-0.2954,0.2577,-0.0124,-0.0444,0.5739
O610,1,E,6.1,O,0.35,0.5909,22/02/2023,43,38263.0,0.79031,-0.3513,0.2823,-0.0129,-0.0369,0.6166
O630,1,E,6.3,A,0.44,0.5714,22/02/2023,48,94252.0,0.78031,-0.4111,0.2999,-0.0132,-0.0299,0.6466
O65,1,E,6.5,A,0.52,0.4444,22/02/2023,50,42352.0,0.775,-0.4722,0.3089,-0.0131,-0.0253,0.6615
O67,1,E,6.7,I,0.63,0.3696,22/02/2023,21,80472.0,0.76719,-0.5334,0.3117,-0.0127,-0.0202,0.6608
O69,0,E,6.9,I,0.75,0.3889,22/02/2023,14,76266.0,0.76437,-0.5921,0.3056,-0.012,-0.016,0.6454
O71,0,E,7.1,I,0.9,0.4286,22/02/2023,1,18000.0,0.78938,-0.6542,0.2832,-0.0113,-0.0126,0.6082
O73,0,E,7.3,I,0.78,0.0,17/02/2023,80,78255.0,0.77281,-0.6891,0.2741,-0.0104,-0.0133,0.589
O750,0,E,7.5,I,0.9,-0.011,17/02/2023,108,142229.0,0.69531,-0.756,0.2693,-0.0075,-0.0083,0.5255
O770,0,E,7.7,I,1.38,0.3019,22/02/2023,1,1380.0,0.72625,-0.6835,0.2689,-0.01,-0.0072,0.6488
O790,0,E,7.9,I,1.53,0.2857,22/02/2023,5,17348.0,0.72844,-0.7181,0.2529,-0.0092,-0.006,0.6192
O810,0,E,8.1,I,1.65,0.2222,22/02/2023,1,330.0,0.74,-0.7646,0.228,-0.0079,-0.0048,0.5607
O830,0,E,8.3,I,1.52,0.0133,17/02/2023,12,44255.0,0.68437,-0.7886,0.1994,-0.0046,-0.003,0.6133
O850,0,E,8.5,I,2.05,0.1389,22/02/2023,7,55716.0,0.68562,-0.8186,0.1814,-0.0037,-0.0018,0.5589
O870,0,E,8.7,I,2.3,0.15,22/02/2023,1,2300.0,0.63094,-0.7729,0.203,-0.0044,-0.0019,0.7095
O890,0,E,8.9,I,2.3,0.1165,14/02/2023,1,23000.0,0.61469,-0.6864,0.2227,-0.0065,-0.0028,0.9183
O910,0,E,9.1,I,2.29,0.1566,17/02/2023,2,1279.0,0.65812,-0.8289,0.1652,-0.0029,-0.0013,0.5938
O930,0,E,9.3,I,,,,,,0.58781,-0.7386,0.2065,-0.0048,,0.8716
O950,0,E,9.5,I,3.05,0.1641,22/02/2023,1,305.0,0.58125,-0.7753,0.1924,-0.0038,-0.0013,0.8031
O970,0,E,9.7,I,2.81,-0.0106,15/02/2023,2,561.0,0.6275,-0.7763,0.1769,-0.0044,-0.0016,0.8052
O990,0,E,9.9,I,3.15,-0.0455,17/02/2023,1,315.0,0.59125,-0.8263,0.1617,-0.0024,-0.0008,0.6884
O102,0,E,10.25,I,3.56,0.044,16/02/2023,3,58510.0,0.59516,-0.6972,0.1631,-0.0041,-0.0011,1.2556
O107,0,E,10.75,I,3.86,-0.0469,17/02/2023,1,3474.0,,,,,,
O112,0,E,11.25,I,4.29,-0.0183,17/02/2023,24,1297500.0,,,,,,
O115,0,E,11.5,I,5.0,0.1038,22/02/2023,2,5015.0,,,,,,
O117,0,E,11.75,I,4.95,0.0102,16/02/2023,1,4950.0,,,,,,
O122,0,E,12.25,I,5.33,,16/02/2023,2,60830.0,,,,,,
