TICKER,,ESTILO,STRIKE,A/I/O,ÚLTIMO,VARIAÇÃO,DATA,NEGÓCIOS,VOL.FINANCEIRO,VOLATILIDADE,DELTA,GAMMA,THETA($),THETA(%),VEGA
N102,0,E,9.75,O,0.02,1.0,31/01/2023,1,4.0,0.6075,-0.022,0.0301,-0.0034,-0.1686,0.1512
N107,0,E,10.25,O,0.01,0.0,31/01/2023,2,237.0,,,,,,
N112,0,E,10.75,O,0.03,0.0,01/02/2023,5,3232.0,0.4825,-0.0541,0.0872,-0.0059,-0.1969,0.2869
N117,0,E,11.24,O,0.05,-0.1667,02/02/2023,1,200.0,0.44562,-0.1039,0.1548,-0.0088,-0.1763,0.4719
N115,1,E,11.49,O,0.05,-0.4444,02/02/2023,2,400.0,0.42219,-0.1371,0.1983,-0.01,-0.201,0.5747
N122,0,E,11.74,O,0.1,-0.2308,02/02/2023,3,380.0,0.39594,-0.1865,0.2588,-0.0113,-0.113,0.7023
N125,1,E,11.99,O,0.15,-0.2105,02/02/2023,4,7534.0,0.37281,-0.2544,0.3289,-0.0124,-0.0826,0.839
N127,0,E,12.24,O,0.24,-0.1429,02/02/2023,5,22431.0,0.36844,-0.3371,0.3783,-0.0136,-0.0566,0.9568
N113,1,E,12.49,A,0.29,-0.1944,02/02/2023,28,113521.0,0.36016,-0.4365,0.4174,-0.0137,-0.0474,1.0319
N132,0,E,12.74,A,0.43,-0.1887,02/02/2023,18,51455.0,0.35156,-0.5429,0.4306,-0.0127,-0.0294,1.0392
N121,1,E,12.99,I,0.59,-0.0923,02/02/2023,37,101439.0,0.35187,-0.6449,0.4039,-0.0109,-0.0184,0.9755
N137,0,E,13.25,I,0.8,0.1111,01/02/2023,3,1280.0,0.35813,-0.7928,0.2769,-0.0047,-0.0059,0.8242
N99,0,E,13.5,I,0.99,0.0879,01/02/2023,1,495.0,0.39187,-0.8243,0.2286,-0.0042,-0.0043,0.7455
N142,0,E,13.74,I,1.15,-0.1481,02/02/2023,1,805.0,0.31891,-0.6222,0.2893,-0.0051,-0.0044,1.5658
N105,0,E,14.0,I,1.38,-0.0417,26/01/2023,10,9934.0,0.3475,-0.8732,0.1898,-0.0004,-0.0003,0.6554
N147,0,E,14.25,I,1.7,0.0,31/01/2023,1,5780.0,0.295,-0.6496,0.2004,-0.0008,-0.0005,2.3232
N111,0,E,14.5,I,1.82,0.1375,24/01/2023,1,182.0,0.38344,-0.9044,0.1358,0.001,0.0005,0.5533
N152,0,E,14.75,I,1.55,-0.1622,18/01/2023,1,10850.0,,,,,,
N118,0,E,15.0,I,2.21,-0.0264,25/01/2023,1,221.0,0.43062,-0.9272,0.0985,0.0019,0.0009,0.4508
N157,0,E,15.25,I,2.85,0.5,30/01/2023,3,14320.0,,,,,,
N160,0,E,15.5,I,2.82,0.3623,23/01/2023,1,3384.0,0.31687,-0.9618,0.0675,0.0059,0.0021,0.3227
N162,0,E,15.75,I,2.5,-0.0079,19/01/2023,18,75169.0,,,,,,
N164,0,E,16.0,I,3.47,-0.0361,24/01/2023,1,3470.0,0.38594,-0.9303,0.0841,0.0039,0.0011,0.5515
N167,0,E,16.25,I,,,,,,,,,,,
N172,0,E,16.75,I,3.5,-0.0489,19/01/2023,2,2830.0,,,,,,
N175,0,E,17.0,I,4.32,,05/01/2023,10,4461.0,0.52625,-0.923,0.0667,0.0024,0.0006,0.5941
N177,0,E,17.25,I,4.11,-0.0329,20/01/2023,1,1233.0,,,,,,
N182,0,E,17.75,I,,,,,,,,,,,
N185,0,E,18.0,I,,,,,,,,,,,
N187,0,E,18.25,I,,,,,,,,,,,
N190,0,E,18.5,I,,,,,,,,,,,
N192,0,E,18.75,I,5.2,,11/01/2023,1,5200.0,,,,,,
N194,0,E,19.0,I,5.8,,06/01/2023,1,580.0,,,,,,
N197,0,E,19.25,I,,,,,,,,,,,
N202,0,E,19.75,I,,,,,,,,,,,
N207,0,E,20.25,I,7.2,-0.0769,26/12/2022,1,1440.0,,,,,,
N212,0,E,20.75,I,,,,,,,,,,,
N217,0,E,21.25,I,,,,,,,,,,,
N222,0,E,21.75,I,8.36,,18/01/2023,1,1672.0,,,,,,
N227,0,E,22.25,I,9.5,-0.0021,24/01/2023,2,2850.0,,,,,,
N232,0,E,22.75,I,10.2,,04/01/2023,1,11220.0,,,,,,
N237,0,E,23.25,I,,,,,,,,,,,
N242,0,E,23.75,I,,,,,,,,,,,
N247,0,E,24.25,I,,,,,,,,,,,
N252,0,E,24.75,I,,,,,,,,,,,
